keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contacts,state_country_incorporation,congressional_district
Vinculum,VINCULUM CARE LLC,KQERJZAJ8GE8,9UAA7,"5314 Lakeshore RD,Fort Gratiot, Michigan,48059-3118, United States","5316 Lakeshore RD,Fort Gratiot, Michigan,48059, United States",https://vinculumcare.com/,"Apr 1, 2019",['Elia Hussain'],"Michigan, United States",Michigan 09
Vinculum,VINCULUM INC,J4HUFCJMYHX3,6SXW5,"49 Radcliffe DR,Southampton, Pennsylvania,18966-1546, United States","110 E Pennsylvania BLVD,Feasterville, Pennsylvania,19053, United States",https://www.vinculuminc.com/,"Oct 18, 2001",['Sangeeta Kalantri'],"Pennsylvania, United States",Pennsylvania 08
Vinculum,VINCULUM SOLUTIONS INC,LRQPWXML9H65,34KW2,"2 Augusta DR,Oak Island, North Carolina,28465-8309, United States","2515 Chinquapin Ridge CT,Prince Frederick, Maryland,20678-4759, United States",http://www.vinculumsolutions.com/,"Apr 29, 1996",['Bruce Pitt'],"Maryland, United States",North Carolina 07
Sorbenta,SORBENTA INC,JBJ7EF1MD9P1,(blank),"1538 Pathway DR,Carrboro, North Carolina,27510-4100, United States","1710 E Franklin ST Num 1129,Chapel Hill, North Carolina,27514, United States",,"Aug 29, 2022","['Irene Harmody', 'Orlando Coronell']","North Carolina, United States",North Carolina 04
ORintelligence,ORINTELLIGENCE LLC,ZKUQD8D1H9D3,79T42,"55 Waugh DR,STE 150,Houston, Texas,77007-6033, United States","2125 Augusta DR,APT 28,Houston, Texas,77057-2039, United States",,"Oct 20, 2014",['Marc Garbey'],"Texas, United States",Texas 02
"MelaTech, LLC","MELATECH, L.L.C.",UFHYM6EJN7L3,8BVY8,"615 N Wolfe ST,STE E5132,Baltimore, Maryland,21205-2103, United States","1 N Haven ST,B004,Baltimore, Maryland,21224-1614, United States",https://https//WWW.MELATECH.SPACE,"Apr 17, 2017","['Lisa Walborn', 'Radames Cordero']","Maryland, United States",Maryland 07
Metaware LLC,,,,"4110 SOUTHPOINT BLVD STE 125,JACKSONVILLE, FL,32216-0926, USA",,,,[],,
Nuream,"NUREAM, INC.",YXLZAUBSQZK1,9NA90,"1627 Pembroke Jones DR,Wilmington, North Carolina,28405-4218, United States","1627 Pembroke Jones DR,Wilmington, North Carolina,28405-4218, United States",https://www.nuream.com/,"Apr 24, 2023","['Robert Cooley', 'Nathan Munton']","Delaware, United States",North Carolina 07
UNMUTED,PRECIOUS JEWELS OF GOD,VD5CWE5SELA5,9WVQ9,"111 N Wabash AVE STE 100,Chicago, Illinois,60602-1903, United States","111 N Wabash AVE STE 100,Chicago, Illinois,60602-1903, United States",,"May 15, 2023",['Ericka Dozie'],"Illinois, United States",Illinois 07
UNMUTED,"UNMUTED CONSUMER INSIGHTS, LLC",XXRXF9MSF4L1,91J44,"36275 Crompton CIR,Farmington Hills, Michigan,48335-2010, United States","36275 Crompton CIR,Farmington Hills, Michigan,48335-2010, United States",https://unmutedci.com/,"Feb 8, 2021",['Bridget Millar'],"Michigan, United States",Michigan 11
Higher Grounds,"HIGHER GROUNDS TRAVERSE CITY, INC",LQFJME12Q3H7,8F0E5,"806 Red DR STE 150,Traverse City, Michigan,49684-4722, United States","806 Red DR STE 150,Traverse City, Michigan,49684-4722, United States",,"Sep 27, 2002",['Mike Anderson'],"Michigan, United States",Michigan 01
Minerva,MINERVA PUBLIC LIBRARY,DHQ5J2BEPJG6,507D7,"677 Lynnwood DR,Minerva, Ohio,44657-1250, United States","677 Lynnwood DR.,Minerva, Ohio,44657-1250, United States",https://www.minervalibrary.info/,"Mar 24, 1913","['Heather Husted', 'Jason Bumbico']","(blank), (blank)",Ohio 06
Minerva,MINERVA CHANDLER & ASSOCIATES LLC,D3JBH31X4YN4,956G4,"14635 Monmouth Drive,Burtonsville, Maryland,20866-1926, United States","14635 Monmouth Drive,Burtonsville, Maryland,20866-1926, United States",,"Sep 13, 2011",['Minerva Chandler'],"Maryland, United States",Maryland 03
Minerva,"OVER THE RAINBOW LEARNING CENTER, INC.",KNF6KBSMFBW8,6H1J0,"1269 Plainfield ST,Johnston, Rhode Island,02919-6924, United States","1269 Plainfield ST,Johnston, Rhode Island,02919-6924, United States",,"Oct 16, 2006",['Minerva Waldron'],"Rhode Island, United States",Rhode Island 02
Minerva,MINERVA LOCAL SCHOOLS,G77HD89JDNW4,5R6W5,"406 East ST,Minerva, Ohio,44657-1429, United States","406 East ST,Minerva, Ohio,44657-1429, United States",,"Jan 1, 1920","['Ashley Beaumariage', 'Gary Chaddock']","(blank), (blank)",Ohio 06
Minerva,MINERVA ELECTRIC LLC,YGXXHFJVLJ16,9DSH1,"106 Daleview CT,Richlands, North Carolina,28574-5335, United States","106 Daleview CT,Richlands, North Carolina,28574-5335, United States",,"Jan 11, 2021",['Michael Minerva'],"North Carolina, United States",North Carolina 03
Minerva,VILLAGE OF MINERVA,Q7JFY3PCFLP2,6E1F9,"209 N Market ST,Minerva, Ohio,44657-1638, United States","209 N Market Street,Minerva, Ohio,44657-1638, United States",https://minerva.oh.us/,"Jan 1, 1865","['Mason Boldizar', 'Benjamin Gunderson', 'Patricia Willoughby']","(blank), (blank)",Ohio 06
Minerva,MINERVA AREA FEDERAL CREDIT UNION,KDRGK6MW2CG6,7NFH2,"3570 Union AVE SE,Minerva, Ohio,44657-8521, United States","3570 Union AVE SE,Minerva, Ohio,44657-8521, United States",https://www.minervacreditunion.com/,"May 6, 1971",['Jane Yankovich'],"Ohio, United States",Ohio 06
Minerva,"MINERVA DAIRY, INC.",H48ABNR91DH3,8SNN8,"430 Radloff AVE,Minerva, Ohio,44657-1453, United States","PO Box 60,Minerva, Ohio,44657, United States",,"Dec 4, 1970","['Jennifer Stuller', 'Venae Watts']","Ohio, United States",Ohio 07
Minerva,MINERVA FERNANDEZ,TMRRP87J6DZ6,9XY51,"6156 W Belmont AVE,Chicago, Illinois,60634-4003, United States","6156 W Belmont AVE,Chicago, Illinois,60634-4003, United States",,"Mar 1, 2024",['Minerva Fernandez'],"Illinois, United States",Illinois 03
Minerva,"A-THRONE CO., INC.",VFKKMQM8K8N9,0N0F6,"1850 E 33RD ST,Long Beach, California,90807-5208, United States","1850 East 33RD Street,Long Beach, California,90807-5208, United States",http://www.athrone.com/,"Apr 1, 2004","['Michael Rice', 'Jaya Krishnan', 'Minerva Songco']","California, United States",California 47
"Prompt Diagnostics, Inc.","PROMPT DIAGNOSTICS, INC.",L28FVGJ715D7,8TGK1,"2401 W Belvedere AVE,Schapiro Building Room 313,Baltimore, Maryland,21215, United States","2921 Huntingdon AVE,Baltimore, Maryland,21211, United States",https://prompt-dx.com/,"Jul 29, 2020",['Alexander Trick'],"Delaware, United States",Maryland 07
Shadowgen,SHADOWGEN INC.,WL8CY7F1QLA6,0VQ46,"2409 Lockwood DR,Lakeside, Arizona,85929-5596, United States","2325 East Camelback RD.,Suite 400, #1007,Phoenix, Arizona,85016, United States",https://www.shadowgen.io/,"Jun 24, 2024","['Chad Gerber', 'Julie Gerber']","Delaware, United States",Arizona 02
Assisti,ASSISTIVE TECHNOLOGY INNOVATIONS LLC,ECXFJ4195AG5,83T83,"3503 Baywood Drive RM Home,Shreveport, Louisiana,71118-3603, United States","3503 Baywood Drive,Shreveport, Louisiana,71118-3603, United States",https://assistivetechnologyinnovations.com/,"Feb 10, 2016",['Richard Walls'],"Louisiana, United States",Louisiana 04
Effective to Great Education,EFFECTIVE TO GREAT EDUCATION LLC,QZSYFMDLA7P7,81B84,"5106 Jay ST NE,Washington, District Of Columbia,20019-5556, United States","5106 Jay ST NE,Washington, District Of Columbia,20019-5556, United States",,"Sep 18, 2017",['Laura Thomas'],"District Of Columbia, United States",District Of Columbia 98
EasyPay Inc,EASYPAY LEASING INC,D31YU73D65H8,65BJ5,"4323 Division ST STE 108,Metairie, Louisiana,70002-3179, United States","4342 Division Street,Suite 108,Metairie, Louisiana,70002-3179, United States",,"Feb 24, 2010",['Marvin Wilcher'],"Louisiana, United States",Louisiana 01
Amlal Pharmaceuticals,AMLAL PHARMACEUTICALS INC,UQN1CKG4QYL5,9TLF6,"209 Hosea AVE,Cincinnati, Ohio,45220-1705, United States","800 Highgrove Drive,Chapel Hill, North Carolina,27516, United States",,"Jul 1, 2020",['Daniel Krummel'],"Ohio, United States",Ohio 01
TeloHealthDx LLC,TELOHEALTHDX LLC,ZWK6WMUV43G5,(blank),"23003 Frederick RD,Clarksburg, Maryland,20871-9428, United States","23003 Frederick RD,Clarksburg, Maryland,20871-9428, United States",,"Aug 22, 2022",['Scarlett Sun'],"Delaware, United States",Maryland 06
AI CPT,"CA ENTERPRISE, LLC",L6BPGL7NKNM7,(blank),"2220 Lakewood Street,Suitland, Maryland,20746-1417, United States","2220 Lakewood Street,Suitland, Maryland,20746, United States",,"Oct 5, 2021","['Charlene Terrell', 'Mark Milley']","Maryland, United States",Maryland 04
"IM Technologies, LLC",IM TECHNOLOGIES LLC,LM98CNVAUTG5,8ETM5,"24 Robinson ST,Shoreham, New York,11786-2128, United States","24 Robinson ST,Shoreham, New York,11786-2128, United States",https://www.imtechllc.com/,"May 14, 2019",['Vasily Jorjadze'],"New York, United States",New York 01
Maruti,MARWELL GROUP INC,VDHJUS28VN63,(blank),"3062 Terra Maria WAY,Ellicott City, Maryland,21042-2700, United States","3062 Terra Maria WAY,Ellicott City, Maryland,21042-2700, United States",,"Sep 21, 2011",['Maruti Kambhampati'],"Maryland, United States",Maryland 03
Maruti,,,,"WARD NO. 13,NAPALGUNJ,(blank), NPL",,,,[],,
Maruti,,,,"1006 28TH ST,ORLANDO, FL,32805-6147, USA",,,,[],,
Maruti,KENDALE & CO INC,FKZYULMEEX69,0VBG8,"216 Strawtown RD,New City, New York,10956-6827, United States","216 Strawtown Road,New City, New York,10956-6827, United States",http://www.marstechusa.com/,"Jan 1, 1989","['Maruti Kendale', 'Rajani Kendale']","New York, United States",New York 17
Maruti,,,,"CARNIVORE ROAD, MARUTI HEIGHTS PLAZA,NAIROBI, LANGATA,00202, KEN",,,,[],,
Maruti,,,,"492 A NARAYAN PETHNEAR PATRYA MARUTI,PUNE,411030, IND",,,,[],,
Maruti,MARUTI HOSPITALITY LLC,TACLNMNKX8B2,7YHK4,"151 Tower RD,Dakota Dunes, South Dakota,57049-5072, United States","151 Tower RD,Dakota Dunes, South Dakota,57049-5072, United States",,"Dec 14, 2016",['Neil Chaudhari'],"South Dakota, United States",South Dakota 00
Maruti,"MARUTI FLEET & MGMT, LLC",UPTKBQQJNN95,5LWB5,"2301 S Division AVE,Orlando, Florida,32805-6232, United States","2301 South Division Avenue,Orlando, Florida,32805, United States",,"May 24, 2004","['Edurado Carrion', 'Gloria Martin']","Florida, United States",Florida 10
Maruti,"MARUTI INVESTMENTS, LLC",D1JVPDSJD5A4,87MA7,"9249 Sierra College BLVD,Roseville, California,95661-5934, United States","9249 Sierra College Boulevard,Roseville, California,95661-5919, United States",,"May 25, 2016",['Neelum Pitamber'],"California, United States",California 03
The Million,,,,"2512 W SUGAR CREEK RD,CHARLOTTE, NC,28262-3171, USA",,,,[],,
The Million,THE MILLION MILE PROJECT CORPORATION,VS6MML6HRCG7,(blank),"503 W 35TH ST,Wilmington, Delaware,19802-2642, United States","PO Box 49217,Los Angeles, California,90049, United States",https://www.themillionmileproject.org/,"Jul 29, 2022",['Lauren Cashatt'],"Delaware, United States",Delaware 00
Mizar Therapeutics,MIZAR THERAPEUTICS INC.,QTYLAVN4EJR6,9UUM6,"7 Mbl ST,Lillie 220,Woods Hole, Massachusetts,02543-1015, United States","PO Box 73,Woods Hole, Massachusetts,02543, United States",,"Dec 22, 2022","['Joel Smith', 'Onjale Scott']","Delaware, United States",Massachusetts 09
CICS Analytics,CICS ANALYTICS CORP.,GF13EZXALLX3,(blank),"3501 Saint Paul ST STE 702,Baltimore, Maryland,21218-2763, United States","3501 Saint Paul ST.,Suite 702,Baltimore, Maryland,21218, United States",,"Nov 4, 2024",['Sixuan Li'],"Delaware, United States",Maryland 07
Secura,"PTS LABORATORIES, INC.",L5LHWQ4GCU86,1K9B7,"8100 Secura WAY,Santa Fe Springs, California,90670-2116, United States","Pts Laboratories Inc,8100 Secura WAY,Santa Fe Springs, California,90670-2116, United States",http://www.ptslabs.com/,"Sep 24, 1992","['Eric Withjack', 'Michael Mark']","California, United States",California 38
Secura,,,,"611 US HIGHWAY 46 W STE 200,HASBROUCK HEIGHTS, NJ,07604-3129, USA",,,,[],,
Secura,PANTHER ENGINEERING INC,EM9LCBE5YFE6,8FEU4,"8118 Secura WAY,Santa Fe Springs, California,90670-2116, United States","8116 Secura WAY,Santa Fe Springs, California,90670-2116, United States",http://panthereng.com/,"Mar 7, 2019","['Victor Lavrov', 'Halit Osmani']","California, United States",California 38
Secura,LIETZAU PATTERNS INC,SKS4LKSP2ED1,7S6A1,"8321 Secura WAY,Santa Fe Springs, California,90670-2213, United States","8321 Secura WAY,Santa Fe Springs, California,90670-2213, United States",,"Jan 1, 2016",['Josh Lietzau'],"California, United States",California 38
Secura,PEGASUS PAINTING AND DECORATING COMPANY,M1W5ME26KL23,71BH1,"8400 Secura WAY,Santa Fe Springs, California,90670-2216, United States","8400 Secura WAY,Santa Fe Springs, California,90670, United States",,"Jul 1, 2013",['Wilmer Lee'],"California, United States",California 38
Secura,GASKET MANUFACTURING ENGINEERING INC,XYBJYGB86M29,8VWP8,"8427 Secura WAY,Santa Fe Springs, California,90670-2215, United States","8427 Secura WAY,Santa Fe Springs, California,90670-2215, United States",https://www.gasketmfg.com/,"Nov 24, 2020",['Adrian Cardenas'],"California, United States",California 38
Secura,ROSE EQUIPMENT REPAIR INC,N783X8CAMWJ8,84Q18,"8143 Secura WAY,Santa Fe Springs, California,90670-2115, United States","8143 Secura WAY,Santa Fe Springs, California,90670-2115, United States",,"Jan 22, 1979",['John Rose'],"California, United States",California 38
Secura,EMMA INDUSTRIAL,XH4YYTLLNRX3,9RDC1,"8133 Secura WAY,Santa Fe Springs, California,90670-2115, United States","8133 Secura WAY,Santa Fe Springs, California,90670, United States",https://emmaindustrial.com/,"Aug 25, 2023","['Josh Aranda', 'Simon Pun']","California, United States",California 38
Secura,"SCOTIA ENGINEERING, INC",M9BFPFFTDNP8,0Q1Q1,"8440 Secura WAY,Santa Fe Springs, California,90670-2216, United States","8440 Secura WAY,Santa Fe Springs, California,90670-2216, United States",https://www.scotiatool.com/,"Apr 1, 2013","['Christopher Matiszik', 'Mark Matiszik']","California, United States",California 38
Secura,SECURA TECH INDUSTRIES INC,XZL1W38PJSP6,8LHF9,"17467 Mary Ball RD,White Stone, Virginia,22578-2103, United States","17467 Mary Ball RD,White Stone, Virginia,22578-2103, United States",https://www.thelocksmithweb.com/,"Jan 3, 1994",['Brian Conboy'],"Virginia, United States",Virginia 01
Oratio,ORKEN TECHNOLOGIES LIMITED LIABILITY COMPANY,QLYMFWZ6N1B3,8MG06,"1420 Bradley DR APT 114F,Carlisle, Pennsylvania,17013-1265, United States","1420 Bradley DR APT 114F,Carlisle, Pennsylvania,17013-1265, United States",https://orkentech.com/,"Feb 27, 2010",['Oratio Thomas'],"Pennsylvania, United States",Pennsylvania 10
Oratio,ORATIO LLC,YKW6YNBTLBR3,7SB33,"3230 Market ST STE 402,Philadelphia, Pennsylvania,19104-3391, United States","3230 Market Street,Pearlstein - Suite 401,Philadelphia, Pennsylvania,19104, United States",http://www.oraiapp.com/,"May 13, 2016",['Asher Breverman'],"Pennsylvania, United States",Pennsylvania 02
Metabolic Dynamics,METABOLIC DYNAMICS INC,DWN3ESJ3VNN8,9FYL9,"3714 Eton RD,Durham, North Carolina,27707-5118, United States","3714 Eton RD,Durham, North Carolina,27707-5118, United States",https://www.metabolicdynamics.com/,"Jul 7, 2022",['Eric Cumming'],"Delaware, United States",North Carolina 04
Selah Innovations LLC,SELAH INNOVATIONS LLC,WXYFL7VK8NP4,(blank),"6212 Sandy Forks RD,Raleigh, North Carolina,27615-7206, United States","6212 Sandy Forks Road,Raleigh, North Carolina,27615, United States",,"May 26, 2023","['Laura Nelson', 'Sebastian Heredia']","North Carolina, United States",North Carolina 02
Semaphor (FKA Owlsted),SEMAPHOR SURGICAL INC,TG8XMJEG1N39,(blank),"1822 Notre Dame Avenue,Lutherville Timonium, Maryland,21093, United States","1822 Notre Dame Avenue,Lutherville Timonium, Maryland,21093, United States",,"Jun 10, 2024",['Jose Porras'],"Delaware, United States",Maryland 02
Nanocrine,"NANOCRINE, INC.",QH88DLKTLQM6,8KNM5,"4359 Metropolitan CT # 260,Frederick, Maryland,21704-9452, United States","4539 Metropolitan CT # 260,Frederick, Maryland,21704-9452, United States",,"Oct 29, 2018",['Patrick Calhoun'],"Delaware, United States",Maryland 06
Medulate,MEDULATE LLC,JZ6XDD99LCD1,(blank),"2418 Oak Leaf DR,State College, Pennsylvania,16803-3379, United States","2418 Oak Leaf DR,State College, Pennsylvania,16803-3379, United States",,"Oct 22, 2018",['Scarlett Miller'],"Pennsylvania, United States",Pennsylvania 15
OraBiotech,"ORABIOTECH, LLC",KF5LQ1X8QF87,92NV4,"1911 Billabong LN,Chapel Hill, North Carolina,27516-9753, United States","1911 Billabong LN,Chapel Hill, North Carolina,27516-9753, United States",,"Jun 18, 2021",['Rishma Shah'],"North Carolina, United States",North Carolina 04
HabilisGlobal,HABILISGLOBAL LLC,SR75KL12M249,9FW60,"5924 4TH Street NW,Washington, District Of Columbia,20011-2121, United States","5924 4TH Street NW,Washington, District Of Columbia,20011-2121, United States",https://habilisglobal.com/,"Sep 26, 2022",['Beatriz Coningham'],"District Of Columbia, United States",District Of Columbia 98
General Astronautics,"GENERAL ASTRONAUTICS, LLC",G2JMEJ2VE6G3,7CCM9,"8641 Old Dominion Drive,Mclean, Virginia,22102-1100, United States","PO Box 9651,Mclean, Virginia,22102, United States",,"Jan 28, 2014",['Paul Damphousse'],"Virginia, United States",Virginia 10
Heartwise,HEARTWISE PATIENT EDUCATION,FKP4WU5B6JY7,6WNP8,"293 Palm Ridge LN,San Jose, California,95123-2686, United States","PO Box 20128,San Jose, California,95160, United States",,"Jan 1, 1992",['Emmanuel Horovitz'],"California, United States",California 19
Holochip Corporation,HOLOCHIP CORP,PLRXAUJRGGT8,3BN47,"4030 Spencer ST STE 102,Torrance, California,90503-2457, United States","4030 Spencer ST,STE 102,Torrance, California,90503-2457, United States",https://holochip.com/,"Oct 20, 2004",['Robert Batchko'],"Delaware, United States",California 36
Sommos,,,,"AVENIDA ALMIRANTE BARROSO 00091 SAL 507 SAL 508,CENTRO,RIO DE JANEIRO,20031-916, BRA",,,,[],,
Ellexco,ELLEXCO LLC,DHCUEX9VDHJ5,(blank),"7503 Axton ST,Springfield, Virginia,22151-2602, United States","2311 Dulles Station BLVD APT 665,Herndon, Virginia,20171, United States",,"Jan 19, 2023",['Xitong Liu'],"Virginia, United States",Virginia 08
MEDLAND,WORD HIVE A SPACE FOR POETS INC.,ZNV1BN74HF97,(blank),"203 Walnut ST APT 1,Columbia, Pennsylvania,17512-2305, United States","203 Walnut ST APT 1,Columbia, Pennsylvania,17512-2305, United States",https://wordhive.org/,"Jun 26, 2021",['Glinda Johnson'],"Pennsylvania, United States",Pennsylvania 11
MEDLAND,TRAFFIC RESEARCH & ANALYSIS INC.,X19YND1HQJL5,1VWT0,"3844 E Indian School RD,Phoenix, Arizona,85018-5235, United States","3844 East Indian School RD.,Phoenix, Arizona,85018-5235, United States",,"Jan 28, 1989","['Robert Medland', 'Susan Medland', 'Wang Zhang', 'Lisa Walters', 'Dave Wessel']","Arizona, United States",Arizona 09
MEDLAND,"CHARLES INDUSTRIES, LLC",Q894MQVL73A1,74861,"1450 American LN FL 20,Schaumburg, Illinois,60173-6090, United States","1450 American LANE, 20TH Floor,Schaumburg, Illinois,60173-5492, United States",http://www.charlesindustries.com/,"Oct 25, 1968","['Dan Mchatton', 'Patty Schatz']","Illinois, United States",Illinois 08
Hope,PYRAMIND LLC,D5NRH79A9DG3,5FDP6,"523 Timber LN,Falls Church, Virginia,22046-3828, United States","523 Timber LN,Falls Church, Virginia,22046-3828, United States",http://www.pyramindsearch.com/,"Oct 16, 2001",['Hope Johnson'],"Virginia, United States",Virginia 08
Hope,"SANBAIR APARTMENT CONSULTING, L.L.C.",N9JAN44ADJW1,6Y8S5,"2901 W Sam Houston PKWY N STE B210,Houston, Texas,77043-1624, United States","2901 W Sam Houston PKWY N STE B210,Houston, Texas,77043-1624, United States",https://www.corporateapartmentnetwork.com/,"Jun 17, 2002",['Hope Sierra'],"Texas, United States",Texas 02
Hope,,,,"5244 N HOPE RD,HOPE, MI,48628-9330, USA",,,,[],,
Hope,"D & G HYDRAULICS, INC.",KN37SLRY9KR5,570R1,"6738 6TH ST SW,Cedar Rapids, Iowa,52404-4718, United States","PO Box 5511,Cedar Rapids, Iowa,52406-5511, United States",,"Aug 1, 2008",['Hope Mocon'],"Iowa, United States",Iowa 01
Hope,"HOPE GLASSBERG, LLC",N55VQLFWVMR5,121G2,"16 N Dutcher ST,Irvington, New York,10533-1518, United States","16 N Dutcher ST,Irvington, New York,10533-1518, United States",,"Jul 20, 2020",['Hope Glassberg'],"New York, United States",New York 16
Hope,HOPE CARTER,FMR1ZWLAEZ74,8RJT8,"6072 Bunt DR,Fort Wayne, Indiana,46816-1539, United States","6072 Bunt DR,Fort Wayne, Indiana,46816, United States",,"Sep 22, 2008",['Hope Carter'],"Indiana, United States",Indiana 03
Hope,"HOPE-GILL, CHARLES",N3DLMBKCH819,6H2U9,"849 Eagle Claw CT,Lake Mary, Florida,32746-4881, United States","849 Eagle Claw CT.,Lake Mary, Florida,32746-4881, United States",,"Jul 25, 2011",['Charles Hope'],"Florida, United States",Florida 07
Triangle Environmental,"TRIANGLE ENVIRONMENTAL SCIENCE & ENGINEERING, INC.",DJ4RLFNXTF77,52DE0,"17855 Elk Prairie DR,Rolla, Missouri,65401-8486, United States","Triangle Environmental Science And Engineering Inc,PO Box 1026,Rolla, Missouri,65401-3343, United States",http://www.triangleenvironmentalrolla.com/,"Jan 1, 1990",['John Cable'],"Missouri, United States",Missouri 08
Triangle Environmental,RESEARCH TRIANGLE ENVIRONMENTAL HEALTH COLLABORATIVE INC,C1EJDNK3SPB1,4NBA2,"9200 Leslieshire DR,Raleigh, North Carolina,27615-8103, United States","9200 Leslieshire Drive,Raleigh, North Carolina,27615-8103, United States",,"Jan 1, 2006",['David Brown'],"North Carolina, United States",North Carolina 02
Triangle Environmental,TRIANGLE ENVIRONMENTAL CONSULTANTS INC.,JN4CTNFWNG74,3TZG4,"878 Chatuge Crest Drive,Hayesville, North Carolina,28904-6800, United States","878 Chatuge Crest Drive,Hayesville , North Carolina,28904-6800, United States",,"Sep 21, 1988",['Robert Olander'],"Georgia, United States",North Carolina 11
Triangle Environmental,TRIANGLE ENVIRONMENTAL HEALTH INITIATIVE LLC,X6EJJK2HHMF1,7VS92,"105 Hood ST STE 3,Durham, North Carolina,27701-3794, United States","105 Hood ST STE 3,Durham, North Carolina,27701-3794, United States",https://www.triangle-environmental.com/,"Sep 9, 2016",['Jenelle Van'],"North Carolina, United States",North Carolina 04
Triangle Environmental,"TRIANGLE ENVIRONMENTAL SERVICE CENTER, INC.",NXNDD8NHGUQ1,7BLV0,"13509 E Boundary RD STE B,Midlothian, Virginia,23112-3940, United States","13509 E Boundary RD STE B,Midlothian, Virginia,23112-3940, United States",https://www.tesclab.com/,"Apr 8, 2007","['Jeff Jiang', 'Crystal Calhoun']","Virginia, United States",Virginia 07
SAVIOR,,,,"1492 WHITFIELD ST SE,SMYRNA, GA,30080-2210, USA",,,,[],,
SAVIOR,,,,"801 CHARLOTTE HWY,FAIRVIEW, NC,28730-9782, USA",,,,[],,
SAVIOR,,,,"423 FREMONT ST,KIEL, WI,53042-1316, USA",,,,[],,
SAVIOR,,,,"1120 DRAPER ST,BARABOO, WI,53913-3221, USA",,,,[],,
SAVIOR,,,,"7701 WYOMING BLVD NE,ALBUQUERQUE, NM,87109-5346, USA",,,,[],,
SAVIOR,,,,"5905 SW 10TH Ave,null,Topeka, KS,66604-2127, USA",,,,[],,
SAVIOR,,,,"98-1098 MOANALUA RD,AIEA, HI,96701-4632, USA",,,,[],,
SAVIOR,,,,"22 15 BROADWAY,FAIR LAWN, NJ,07410, USA",,,,[],,
SAVIOR,,,,"74-5540 KAIWI ST,KAILUA KONA, HI,96740-3653, USA",,,,[],,
Early Intervention Systems,"EARLY INTERVENTION SYSTEMS, INC.",LHVNEWY6NM73,8EJT7,"922 24TH ST NW APT 117,Washington, District Of Columbia,20037-2224, United States","922 24TH ST NW APT 117,Washington, District Of Columbia,20037-2224, United States",,"Aug 9, 2018",['Krishan Shah'],"Delaware, United States",District Of Columbia 98
Sonotherapeutics,"SONOTHERAPEUTICS, INC.",U8U5AJCYXL49,(blank),"10 Morgans Ridge LN,Durham, North Carolina,27707-5400, United States","10 Morgans Ridge LN,Durham, North Carolina,27707-5400, United States",,"Nov 19, 2024",['Kathlyne Jayne'],"Delaware, United States",North Carolina 04
Somnair (FKA SomnOSA),"SOMNAIR, INC",CPVVSA2KY5U3,(blank),"307 Washington AVE,Towson, Maryland,21204-4715, United States","307 Washington AVE,Towson, Maryland,21204-4715, United States",https://www.somnairsleep.com/,"Jul 3, 2024",['Anders Sideris'],"Delaware, United States",Maryland 02
Sikaram Laboratories,SKR CAROLINA LLC,PQUZXQ7ZVTR1,(blank),"625 Catalina Grande DR,Cary, North Carolina,27519-1008, United States","625 Catalina Grande DR,Cary, North Carolina,27519-1008, United States",,"Nov 30, 2023",['Maithraeyi Annamalai'],"North Carolina, United States",North Carolina 02
DiscOva,DISCOVA LLC,QC29MV97YEG3,(blank),"313 Winterthur LN,Newark, Delaware,19711-4147, United States","313 Winterthur LN,Newark, Delaware,19711-4147, United States",https://discova-health.com/,"Jan 23, 2024",['Leanne Pichay'],"Delaware, United States",Delaware 00
Illuminate Therapeutics,"ILLUMINATE THERAPEUTICS, INC.",WVLWH6J17CP5,9HSL5,"16 Aliso WAY,Portola Valley, California,94028-7527, United States","16 Aliso WAY,Portola Valley, California,94028, United States",,"Apr 12, 2022","['Don Arnold', 'Elizabeth Berezovsky']","Delaware, United States",California 16
Glycan Therapeutics,GLYCAN THERAPEUTICS CORPORATION,KYG3DZSMH4R7,6XZ77,"617 Hutton ST,STE 101,Raleigh, North Carolina,27606-6330, United States","PO Box 69,Carrboro, North Carolina,27510, United States",,"Mar 12, 2013","['Richard Shea', 'Jian Liu']","Delaware, United States",North Carolina 02
Hope Diagnostics LLC,HOPE DIAGNOSTICS LLC,DBCBUL4KFH47,93NH4,"1812 Ashland AVE STE 100,Baltimore, Maryland,21205-1546, United States","1812 Ashland AVE STE 100,Baltimore, Maryland,21205-1546, United States",,"Jun 14, 2021",['Bhuchitra Singh'],"Maryland, United States",Maryland 07
Hope Diagnostics LLC,HOPE DIAGNOSTICS LLC,DC9RK1DLACX9,6T0S0,"1 Broadway FL 14,Cambridge, Massachusetts,02142-1187, United States","1 Broadway FL 14,Cambridge, Massachusetts,02142-1187, United States",https://www.hopedx.com/,"Sep 20, 2012",['Susie Harborth'],"Delaware, United States",Massachusetts 07
Hope Diagnostics LLC,"LIGHT-HOPE DIAGNOSTICS, INC.",DU31Q8ZAWET3,0PQV9,"48 S Rio Grande ST,Salt Lake City, Utah,84101-1179, United States","6529 S, Sumac WAY,Murray, Utah,84121, United States",https://www.lighhopediagnostics.com/,"Jun 18, 2024",['Raushan Singh'],"Delaware, United States",Utah 02
